,epoch,train loss,
0,1,3.490359661,
1,2,2.312100074,
2,3,1.629302077,
3,4,1.215989001,
4,5,0.944216365,
5,6,0.784472025,
6,7,0.677237846,
7,8,0.611379953,
8,9,0.571789969,
9,10,0.532371856,
10,11,0.50897178,
11,12,0.49495988,
12,13,0.470015993,
13,14,0.458254256,
14,15,0.442023144,
15,16,0.430767605,
16,17,0.419266486,
17,18,0.420618224,
18,19,0.399600286,
19,20,0.398757372,
20,21,0.391718419,
21,22,0.385923714,
22,23,0.370597071,
23,24,0.370890764,
24,25,0.37377722,
25,26,0.361442126,
26,27,0.351185068,
27,28,0.348280131,
28,29,0.350950732,
29,30,0.344233325,
30,31,0.338820692,
31,32,0.335467459,
32,33,0.337604114,
33,34,0.328288301,
34,35,0.327244847,
35,36,0.319705659,
36,37,0.322652595,
37,38,0.315370662,
38,39,0.315466775,
39,40,0.317277237,
40,41,0.307324763,
41,42,0.305229363,
42,43,0.306291332,
43,44,0.300377712,
44,45,0.296565603,
45,46,0.300548998,
46,47,0.30165769,
47,48,0.300033373,
48,49,0.291145087,
49,50,0.28831013,
50,51,0.286260234,
51,52,0.28470151,
52,53,0.289821056,
53,54,0.283750199,
54,55,0.278027204,
55,56,0.283425356,
56,57,0.278830869,
57,58,0.278805592,
58,59,0.274111963,
59,60,0.276428837,
60,61,0.271164277,
61,62,0.275859875,
62,63,0.266067055,
63,64,0.270250763,
64,65,0.263678105,
65,66,0.271632554,
66,67,0.265329898,
67,68,0.265298278,
68,69,0.261215247,
69,70,0.267145428,
70,71,0.261693488,
71,72,0.2611544,
72,73,0.26605769,
73,74,0.2579513,
74,75,0.258582749,
75,76,0.258076164,
76,77,0.247722413,
77,78,0.259411683,
78,79,0.252644327,
79,80,0.250036286,
80,81,0.248466362,
81,82,0.249321056,
82,83,0.246988887,
83,84,0.246620926,
84,85,0.244717016,
85,86,0.243627451,
86,87,0.248567421,
87,88,0.240252026,
88,89,0.241712905,
89,90,0.237126262,
90,91,0.242210739,
91,92,0.237976318,
92,93,0.238247302,
93,94,0.235405638,
94,95,0.239321453,
95,96,0.232260993,
96,97,0.232588201,
97,98,0.233964524,
98,99,0.235405542,
99,100,0.228478754,
100,101,0.235738788,
101,102,0.23417209,
102,103,0.232799084,
103,104,0.229049924,
104,105,0.227408477,
105,106,0.22962125,
106,107,0.226244391,
107,108,0.229874705,
108,109,0.228639198,
109,110,0.225499259,
110,111,0.219910291,
111,112,0.227119313,
112,113,0.223585737,
113,114,0.224863537,
114,115,0.222730761,
115,116,0.219017352,
116,117,0.214727245,
117,118,0.215765108,
118,119,0.222426413,
119,120,0.217247626,
120,121,0.213698384,
121,122,0.218462004,
122,123,0.213339733,
123,124,0.217263029,
124,125,0.216178014,
125,126,0.217085475,
126,127,0.210125853,
127,128,0.213872343,
128,129,0.211986758,
129,130,0.210439969,
130,131,0.215705385,
131,132,0.209052654,
132,133,0.209291753,
133,134,0.203764402,
134,135,0.208053915,
135,136,0.210891144,
136,137,0.201699315,
137,138,0.203301717,
138,139,0.204351918,
139,140,0.207633687,
140,141,0.19650499,
141,142,0.200411098,
142,143,0.199458188,
143,144,0.200984071,
144,145,0.196503506,
145,146,0.203012103,
146,147,0.203619287,
147,148,0.196463605,
148,149,0.197518882,
149,150,0.197414486,
150,151,0.190655375,
151,152,0.194596357,
152,153,0.193518302,
153,154,0.194192646,
154,155,0.192393948,
155,156,0.18748774,
156,157,0.193407345,
157,158,0.184517322,
158,159,0.194830231,
159,160,0.186918097,
160,161,0.198326473,
161,162,0.190345849,
162,163,0.185044212,
163,164,0.189503451,
164,165,0.187040052,
165,166,0.188700783,
166,167,0.185009176,
167,168,0.186031645,
168,169,0.182972008,
169,170,0.187633129,
170,171,0.184021195,
171,172,0.177326039,
172,173,0.183077906,
173,174,0.179053847,
174,175,0.179403928,
175,176,0.178011372,
176,177,0.177048857,
177,178,0.176786737,
178,179,0.176477566,
179,180,0.173389229,
180,181,0.176280005,
181,182,0.17266953,
182,183,0.171355823,
183,184,0.177550372,
184,185,0.175024566,
185,186,0.174194184,
186,187,0.17046755,
187,188,0.170970915,
188,189,0.17508131,
189,190,0.171170121,
190,191,0.171127152,
191,192,0.166248635,
192,193,0.16660836,
193,194,0.165921149,
194,195,0.168749379,
195,196,0.170258006,
196,197,0.168161069,
197,198,0.164768645,
198,199,0.164266244,
199,200,0.161752563,
200,201,0.165964549,
201,202,0.166890211,
202,203,0.16406422,
203,204,0.16673651,
204,205,0.159314433,
205,206,0.156741246,
206,207,0.161463819,
207,208,0.157617386,
208,209,0.161020451,
209,210,0.154339458,
210,211,0.156672818,
211,212,0.157824504,
212,213,0.161513941,
213,214,0.155599209,
214,215,0.15694567,
215,216,0.152714907,
216,217,0.150816002,
217,218,0.154504461,
218,219,0.154718497,
219,220,0.154386087,
220,221,0.153611551,
221,222,0.157432044,
222,223,0.14970846,
223,224,0.146793296,
224,225,0.150816595,
225,226,0.149321463,
226,227,0.154687639,
227,228,0.14495858,
228,229,0.148750437,
229,230,0.150933408,
230,231,0.147929926,
231,232,0.150216938,
232,233,0.145410403,
233,234,0.14518833,
234,235,0.144191785,
235,236,0.144340288,
236,237,0.1419185,
237,238,0.141285867,
238,239,0.150803438,
239,240,0.139302117,
240,241,0.147183,
241,242,0.143749059,
242,243,0.142046582,
243,244,0.142515505,
244,245,0.139154996,
245,246,0.146174855,
246,247,0.141784934,
247,248,0.136428552,
248,249,0.131131216,
249,250,0.135199055,
250,251,0.140636262,
251,252,0.138715866,
252,253,0.141189678,
253,254,0.136181626,
254,255,0.13800052,
255,256,0.137672078,
256,257,0.13590152,
257,258,0.136104858,
258,259,0.133287738,
259,260,0.137363591,
260,261,0.13584361,
261,262,0.136775276,
262,263,0.132467245,
263,264,0.133723948,
264,265,0.126693483,
265,266,0.128455071,
266,267,0.127638215,
267,268,0.133489554,
268,269,0.12724961,
269,270,0.128276738,
270,271,0.134657846,
271,272,0.129485959,
272,273,0.121907888,
273,274,0.132510015,
274,275,0.126096964,
275,276,0.125530312,
276,277,0.122799686,
277,278,0.124867663,
278,279,0.120781049,
279,280,0.125195959,
280,281,0.124209751,
281,282,0.127810074,
282,283,0.123302917,
283,284,0.128094816,
284,285,0.124100134,
285,286,0.119345346,
286,287,0.120447073,
287,288,0.12442153,
288,289,0.119222541,
289,290,0.122969164,
290,291,0.114239591,
291,292,0.118377515,
292,293,0.115312852,
293,294,0.117398388,
294,295,0.118226988,
295,296,0.116956668,
296,297,0.118407314,
297,298,0.116183604,
298,299,0.117753502,
299,300,0.118632494,
300,301,0.118551567,
301,302,0.11201488,
302,303,0.114290724,
303,304,0.116997186,
304,305,0.116443136,
305,306,0.111785875,
306,307,0.114480672,
307,308,0.114907951,
308,309,0.121149326,
309,310,0.115439515,
310,311,0.112436351,
311,312,0.108898414,
312,313,0.108925411,
313,314,0.110107041,
314,315,0.108939505,
315,316,0.11095602,
316,317,0.112366922,
317,318,0.10787937,
318,319,0.108761035,
319,320,0.108599392,
320,321,0.108028422,
321,322,0.109153098,
322,323,0.1103125,
323,324,0.107604319,
324,325,0.107758088,
325,326,0.106153732,
326,327,0.103786049,
327,328,0.106594142,
328,329,0.110354586,
329,330,0.101059843,
330,331,0.102894563,
331,332,0.107392752,
332,333,0.104577804,
333,334,0.107478888,
334,335,0.108356499,
335,336,0.102360043,
336,337,0.105407926,
337,338,0.106260173,
338,339,0.100818843,
339,340,0.099448283,
340,341,0.103798773,
341,342,0.10306165,
342,343,0.101639824,
343,344,0.101632868,
344,345,0.09920528,
345,346,0.101495618,
346,347,0.102230223,
347,348,0.10237465,
348,349,0.095246303,
349,350,0.100479455,
350,351,0.101113941,
351,352,0.099830041,
352,353,0.098893507,
353,354,0.100298694,
354,355,0.101719358,
355,356,0.094738997,
356,357,0.099724246,
357,358,0.094203361,
358,359,0.096973549,
359,360,0.092812722,
360,361,0.094858507,
361,362,0.096554737,
362,363,0.098404708,
363,364,0.098940127,
364,365,0.097538183,
365,366,0.093895848,
366,367,0.092589263,
367,368,0.099720639,
368,369,0.095520082,
369,370,0.09701681,
370,371,0.095792561,
371,372,0.091559083,
372,373,0.093037962,
373,374,0.092045068,
374,375,0.091454296,
375,376,0.09171316,
376,377,0.095921176,
377,378,0.088482725,
378,379,0.09064312,
379,380,0.094349192,
380,381,0.09344589,
381,382,0.089460535,
382,383,0.094146565,
383,384,0.091550783,
384,385,0.090816157,
385,386,0.090043279,
386,387,0.089288795,
387,388,0.087836698,
388,389,0.088011648,
389,390,0.087482953,
390,391,0.08653212,
391,392,0.087454355,
392,393,0.088217251,
393,394,0.08903122,
394,395,0.083835238,
395,396,0.083803202,
396,397,0.086062911,
397,398,0.087086515,
398,399,0.085965223,
399,400,0.083992995,
400,401,0.082713014,
401,402,0.088349052,
402,403,0.091329893,
403,404,0.088223378,
404,405,0.087720004,
405,406,0.085823903,
406,407,0.087554924,
407,408,0.083828515,
408,409,0.085824935,
409,410,0.083338278,
410,411,0.080458875,
411,412,0.083026847,
412,413,0.082870802,
413,414,0.08269146,
414,415,0.081502628,
415,416,0.080736531,
416,417,0.085461669,
417,418,0.080972264,
418,419,0.085427943,
419,420,0.07808396,
420,421,0.083165527,
421,422,0.080070033,
422,423,0.084035464,
423,424,0.07983588,
424,425,0.078657811,
425,426,0.083873336,
426,427,0.078289362,
427,428,0.078842634,
428,429,0.07819182,
429,430,0.078116264,
430,431,0.083151731,
431,432,0.082204953,
432,433,0.081027906,
433,434,0.078361904,
434,435,0.078413166,
435,436,0.079117518,
436,437,0.079725952,
437,438,0.075406834,
438,439,0.079704536,
439,440,0.075779954,
440,441,0.075501083,
441,442,0.077967826,
442,443,0.078196801,
443,444,0.076709232,
444,445,0.074329076,
445,446,0.0749381,
446,447,0.076289437,
447,448,0.072999635,
448,449,0.075248329,
449,450,0.077844186,
450,451,0.074492002,
451,452,0.075553566,
452,453,0.07488602,
453,454,0.076091509,
454,455,0.073206053,
455,456,0.076684898,
456,457,0.073084827,
457,458,0.075924732,
458,459,0.074681659,
459,460,0.071346554,
460,461,0.076630492,
461,462,0.075133322,
462,463,0.075804571,
463,464,0.073906671,
464,465,0.074825194,
465,466,0.072026725,
466,467,0.071223332,
467,468,0.074902696,
468,469,0.073636825,
469,470,0.071572858,
470,471,0.070768732,
471,472,0.076595089,
472,473,0.076635638,
473,474,0.073159597,
474,475,0.072315912,
475,476,0.072527583,
476,477,0.071842566,
477,478,0.071095409,
478,479,0.069865432,
479,480,0.068317307,
480,481,0.069615929,
481,482,0.067318961,
482,483,0.071056643,
483,484,0.072735659,
484,485,0.070941733,
485,486,0.071424915,
486,487,0.070290124,
487,488,0.069554216,
488,489,0.071543925,
489,490,0.069976133,
490,491,0.068244004,
491,492,0.069249113,
492,493,0.065121564,
493,494,0.070062599,
494,495,0.069659064,
495,496,0.070602451,
496,497,0.070150142,
497,498,0.070354767,
498,499,0.068091803,
499,500,0.070724612,
500,501,0.068693727,
501,502,0.064645549,
502,503,0.070753619,
503,504,0.066762365,
504,505,0.069640733,
505,506,0.06762484,
506,507,0.065784362,
507,508,0.066553887,
508,509,0.067800508,
509,510,0.067669705,
510,511,0.064203564,
511,512,0.065556317,
